LÄNSKOD;LÄN;KOMMUNKOD;KOMMUN;VALNÄMND;HEMSIDA;TELNR;LOKALID;LOKAL;ADRESS1;ADRESS2;TILLGÄNGL;BEGRTILLT;LATITUD;LONGITUD;2022-08-24;2022-08-25;2022-08-26;2022-08-27;2022-08-28;2022-08-29;2022-08-30;2022-08-31;2022-09-01;2022-09-02;2022-09-03;2022-09-04;2022-09-05;2022-09-06;2022-09-07;2022-09-08;2022-09-09;2022-09-10;2022-09-11
21;Gävleborgs län;80;Gävle;Valnämnden i Gävle kommun;www.gavle.se;026-17 80 00;2180008;Andersbergs bibliotek;;Vinddraget 22;Lokalen är i markplan och det finns dörröppnare.;N;60,6523;17,138415;10:30-15:30;12:30-18:30;12:30-15:30;;;12:30-18:30;10:30-18:30;10:30-15:30;12:30-18:30;12:30-15:30;;;12:30-18:30;10:30-18:30;10:30-15:30;12:30-18:30;12:30-15:30;;
21;Gävleborgs län;80;Gävle;Valnämnden i Gävle kommun;www.gavle.se;026-17 80 00;2180007;Sätra bibliotek;;Porfyrvägen 13;Lokalen i markplan och det finns dörröppnare.;N;60,69095;17,114787;13:30-18:30;13:30-18:30;10:30-15:30;;;10:30-16:30;13:30-18:30;13:30-18:30;13:30-18:30;10:30-15:30;;;10:30-16:30;13:30-18:30;13:30-18:30;13:30-18:30;10:30-15:30;;
21;Gävleborgs län;80;Gävle;Valnämnden i Gävle kommun;www.gavle.se;026-17 80 00;2180009;Gävle sjukhus;;Lasarettsvägen 1;Lokalen är i markplan och det finns dörröppnare;N;60,678068;17,117649;11:00-17:00;11:00-17:00;11:00-17:00;;;11:00-17:00;11:00-17:00;11:00-17:00;11:00-17:00;11:00-17:00;;;11:00-17:00;11:00-17:00;11:00-17:00;11:00-17:00;11:00-17:00;;10:00-14:00
21;Gävleborgs län;80;Gävle;Valnämnden i Gävle kommun;www.gavle.se;026-17 80 00;2180001;Knutpunkten Bergby;;Vijvägen 34;Lokalen är i markplan.;N;60,928477;17,041651;13:00-16:30;;10:00-14:00;;;16:00-18:30;10:00-14:00;13:00-16:30;;10:00-14:00;;;16:00-18:30;10:00-14:00;13:00-16:30;;10:00-14:00;;
21;Gävleborgs län;80;Gävle;Valnämnden i Gävle kommun;www.gavle.se;026-17 80 00;2180002;Konstcentrum/Silvanum;;Kungsbäcksvägen 32;Lokalen har goda parkeringsmöjligheter. Lokalen är i markplan och det finns dörröppnare.;N;60,672474;17,125261;10:00-17:00;10:00-17:00;10:00-17:00;;;10:00-17:00;10:00-17:00;10:00-17:00;10:00-17:00;10:00-17:00;;;10:00-17:00;10:00-17:00;10:00-17:00;10:00-17:00;10:00-17:00;;
21;Gävleborgs län;80;Gävle;Valnämnden i Gävle kommun;www.gavle.se;026-17 80 00;2180010;Forsbacka bibliotek;;Strömgatan 1;Lokalen är i markplan och det finns dörröppnare.;N;60,612964;16,892928;10:30-13:30;14:30-16:30;10:30-13:30;;;15:30-18:30;;10:30-13:30;14:30-16:30;10:30-13:30;;;15:30-18:30;;10:30-13:30;14:30-16:30;10:30-13:30;;
21;Gävleborgs län;80;Gävle;Valnämnden i Gävle kommun;www.gavle.se;026-17 80 00;2180006;Stadshuset;;Drottninggatan 22;Lokalen ligger i markplan och det finns dörröppnare;N;60,674971;17,145389;10:00-18:00;10:00-18:00;10:00-18:00;10:00-15:00;10:00-15:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-15:00;10:00-15:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-15:00;08:00-20:00
21;Gävleborgs län;80;Gävle;Valnämnden i Gävle kommun;www.gavle.se;026-17 80 00;2180005;Stadsbiblioteket;;Nygatan 25;Lokalen är i markplan och det finns dörröppnare.;N;60,675375;17,142255;10:30-18:30;10:30-18:30;10:30-16:30;10:30-13:30;10:30-13:30;10:30-18:30;10:30-18:30;10:30-18:30;09:30-18:30;09:30-17:30;10:30-14:30;10:30-14:30;09:30-18:30;09:30-18:30;09:30-18:30;09:30-18:30;09:30-17:30;10:30-14:30;10:30-14:30
21;Gävleborgs län;80;Gävle;Valnämnden i Gävle kommun;www.gavle.se;026-17 80 00;2180004;Bomhus bibliotek;;Klockar-Calles gata 3;Lokalen tillgänglig med ramp och dörröppnare.;N;60,675877;17,214961;10:30-13:30;12:30-18:30;10:30-13:30;;;12:30-18:30;10:30-13:30;10:30-13:30;12:30-18:30;10:30-13:30;;;12:30-18:30;10:30-13:30;10:30-13:30;12:30-18:30;10:30-13:30;;
21;Gävleborgs län;80;Gävle;Valnämnden i Gävle kommun;www.gavle.se;026-17 80 00;2180003;Valbo bibliotek;;Fritidsvägen 4;Lokalen är i markplan och det finns dörröppnare.;N;60,638793;17,006042;10:30-15:30;14:30-18:30;10:30-13:30;;;14:30-18:30;10:30-15:30;10:30-15:30;14:30-18:30;10:30-13:30;;;14:30-18:30;10:30-15:30;10:30-15:30;14:30-18:30;10:30-13:30;;
21;Gävleborgs län;80;Gävle;Valnämnden i Gävle kommun;www.gavle.se;026-17 80 00;2180011;Hille bibliotek;Plan 2;Norra Prästvägen 10;Hiss till biblioteket finns.;N;60,725969;17,166646;14:30-16:30;;;;;14:30-16:30;15:30-18:30;14:30-16:30;;;;;14:30-16:30;15:30-18:30;14:30-16:30;;;;
21;Gävleborgs län;04;Hofors;Valnämnden i Hofors kommun;www.hofors.se;070-414 13 31;2104002;Folkets Hus;;Skolgatan 21;Markplan, hiss finns i byggnaden;N;60,545595;16,282804;10:00-18:00;10:00-18:00;10:00-18:00;10:00-14:00;10:00-14:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-14:00;10:00-14:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-14:00;08:00-20:00
21;Gävleborgs län;04;Hofors;Valnämnden i Hofors kommun;www.hofors.se;070-414 13 31;2104001;Torsåkers Bygdegård;;Solbergaleden 28;Ramp finns;N;60,517242;16,480892;;14:00-18:00;;;;;14:00-18:00;;14:00-18:00;;;10:00-14:00;;14:00-18:00;;14:00-18:00;;;
21;Gävleborgs län;84;Hudiksvall;Valnämnden i Hudiksvalls kommun;www.hudiksvall.se;065019001;2184003;Hudiksvall - Kulturhuset;;Rådhusgatan 2;;N;61,727759;17,111144;10:00-19:00;10:00-19:00;10:00-19:00;10:00-14:00;10:00-14:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-14:00;10:00-14:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-14:00;08:00-20:00
21;Gävleborgs län;84;Hudiksvall;Valnämnden i Hudiksvalls kommun;www.hudiksvall.se;065019001;2184001;Iggesund - Folkets Hus;;Centralgatan 3;;N;61,64241;17,077839;15:00-19:00;15:00-19:00;15:00-19:00;10:00-14:00;;15:00-19:00;15:00-19:00;15:00-19:00;15:00-19:00;15:00-19:00;10:00-14:00;;15:00-19:00;15:00-19:00;15:00-19:00;15:00-19:00;15:00-19:00;10:00-14:00;
21;Gävleborgs län;84;Hudiksvall;Valnämnden i Hudiksvalls kommun;www.hudiksvall.se;065019001;2184006;Hudiksvall - Idenor skola;Gymnastiksalen;Saltviksvägen 15;;N;61,697681;17,120411;;;;;;;;;;;;;;;;;;;08:00-20:00
21;Gävleborgs län;84;Hudiksvall;Valnämnden i Hudiksvalls kommun;www.hudiksvall.se;065019001;2184005;Hudiksvall - Håsta skola;Gymnastiksalen;Västra vägen 2B;;N;61,719837;17,091208;;;;;;;;;;;;;;;;;;;08:00-20:00
21;Gävleborgs län;84;Hudiksvall;Valnämnden i Hudiksvalls kommun;www.hudiksvall.se;065019001;2184004;Mobila biblioteket;Trafikeras av mobila biblioteket, se turlista på www.hudiksvall.se;Utgår från Hudik bibliotek;;N;61,727879;17,111198;;;09:00-16:00;;;09:00-16:00;09:00-16:00;09:00-16:00;09:00-16:00;09:00-16:00;;;09:00-16:00;09:00-16:00;09:00-16:00;09:00-16:00;09:00-16:00;;
21;Gävleborgs län;84;Hudiksvall;Valnämnden i Hudiksvalls kommun;www.hudiksvall.se;065019001;2184002;Delsbo - bibliotek;;Finngatan 2D;;N;61,805014;16,550893;14:00-19:00;14:00-19:00;14:00-19:00;10:00-14:00;;14:00-19:00;14:00-19:00;14:00-19:00;14:00-19:00;14:00-19:00;10:00-14:00;;14:00-19:00;14:00-19:00;14:00-19:00;14:00-19:00;14:00-19:00;10:00-14:00;
21;Gävleborgs län;61;Ljusdal;Valnämnden i Ljusdals kommun;www.ljusdal.se;0651-18020;2161004;Ramsjö Bibliotek;Före detta Ramsjö skola;Centralskolevägen;Entré via trappa, men ramp finns. Bra parkeringsmöjligheter, handikapptoalett finns. Automatisk dörröppnare saknas.;N;62,184953;15,645915;;11:00-14:00;;;;;14:00-18:00;;11:00-14:00;;;;;14:00-18:00;;11:00-14:00;;;
21;Gävleborgs län;61;Ljusdal;Valnämnden i Ljusdals kommun;www.ljusdal.se;0651-18020;2161001;Ljusdals kommunhus;;N Järnvägsgatan 21;Markplan, bra parkeringsmöjligheter, handikapptoalett finns. Automatisk dörröppnare finns.;N;61,830035;16,090835;10:00-18:00;10:00-18:00;10:00-18:00;10:00-13:00;12:00-14:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-13:00;12:00-14:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-13:00;08:00-20:00
21;Gävleborgs län;61;Ljusdal;Valnämnden i Ljusdals kommun;www.ljusdal.se;0651-18020;2161002;Färila Bibliotek;;Härjedalsvägen 117;Markplan, bra parkeringsmöjligheter, handikapptoalett finns. Automatisk dörröppnare finns.;N;61,800983;15,844827;13:00-15:00;13:00-15:00;;;;13:00-15:00;13:00-19:00;13:00-15:00;13:00-15:00;;;;13:00-15:00;13:00-19:00;13:00-15:00;13:00-15:00;;;
21;Gävleborgs län;61;Ljusdal;Valnämnden i Ljusdals kommun;www.ljusdal.se;0651-18020;2161005;Järvsö Folkets Hus;;Industrivägen 8;Entré via trappa, men ramp finns. Bra parkeringsmöjligheter, handikapptoalett finns. Automatisk dörröppnare saknas.;N;61,714973;16,173173;13:00-15:00;09:00-11:00;;;;13:00-15:00;13:00-19:00;13:00-15:00;09:00-11:00;;;;13:00-15:00;13:00-19:00;13:00-15:00;09:00-11:00;;;
21;Gävleborgs län;61;Ljusdal;Valnämnden i Ljusdals kommun;www.ljusdal.se;0651-18020;2161003;Los Bibliotek;;Los Skolväg 8;Entré via trappa, men ramp finns. Bra parkeringsmöjligheter, handikapptoalett finns. Automatisk dörröppnare finns.;N;61,739881;15,167041;14:00-16:00;17:00-19:00;;;;;09:00-13:00;14:00-16:00;17:00-19:00;;;;;09:00-13:00;14:00-16:00;17:00-19:00;;;
21;Gävleborgs län;32;Nordanstig;Valnämnden i Nordanstigs kommun;www.nordanstig.se;0652-361 57;2132007;Ilsbo skola;;Kyrkvägen;;N;61,859494;17,050319;;;;;;;;;;;;;;;;;;;09:00-12:00,14:00-17:00
21;Gävleborgs län;32;Nordanstig;Valnämnden i Nordanstigs kommun;www.nordanstig.se;0652-361 57;2132008;IOGT;;Skolvägen;;N;61,979303;17,244684;;;;;;;;;;;;;;;;;;;08:00-11:00,13:00-16:00
21;Gävleborgs län;32;Nordanstig;Valnämnden i Nordanstigs kommun;www.nordanstig.se;0652-361 57;2132009;Folkets Hus, Stocka;;Morängsvägen;;N;61,89961;17,335364;;;;;;;;;;;;;;;;;;;09:00-13:00
21;Gävleborgs län;32;Nordanstig;Valnämnden i Nordanstigs kommun;www.nordanstig.se;0652-361 57;2132006;Älgeredsgården;;Älgered;;N;62,007032;16,954882;;;;;;;;;;;;;;;;;;;09:00-11:00,15:00-17:00
21;Gävleborgs län;32;Nordanstig;Valnämnden i Nordanstigs kommun;www.nordanstig.se;0652-361 57;2132005;Gnarpsviljan, gymnastiksalen;;Bergevägen 25;;N;62,052467;17,242484;;;;;;;;;16:00-19:00;;;;;;;16:00-19:00;;;
21;Gävleborgs län;32;Nordanstig;Valnämnden i Nordanstigs kommun;www.nordanstig.se;0652-361 57;2132004;Strömshall;;Hudikvägen;;N;61,871154;17,3237;;;;;;;;;;;;;;;;;;;13:00-17:00
21;Gävleborgs län;32;Nordanstig;Valnämnden i Nordanstigs kommun;www.nordanstig.se;0652-361 57;2132002;Harmånger bibliotek;;Backvägen 8;;N;61,92645;17,21714;;;;;;;16:00-19:00;;;;;;;16:00-19:00;;;;;
21;Gävleborgs län;32;Nordanstig;Valnämnden i Nordanstigs kommun;www.nordanstig.se;0652-361 57;2132001;Hasselagården;;Torggränd 8;;N;62,110515;16,709657;;;;;;;;17:00-19:00;;;;;;;17:00-19:00;;;;
21;Gävleborgs län;32;Nordanstig;Valnämnden i Nordanstigs kommun;www.nordanstig.se;0652-361 57;2132003;Bergsjögården, lilla salen;Ingång från baksidan;Södra vägen 4;;N;61,982001;17,062336;12:00-14:00;12:00-14:00;12:00-14:00;10:00-11:00;16:00-17:00;12:00-14:00,17:00-19:00;12:00-14:00;12:00-14:00;12:00-14:00;12:00-15:30;10:00-11:00;16:00-17:00;12:00-14:00,17:00-19:00;12:00-14:00;12:00-14:00;12:00-14:00;12:00-15:30;09:00-11:00;17:00-20:00
21;Gävleborgs län;01;Ockelbo;Valnämnden i Ockelbo kommun;www.ockelbo.se;0767604200;2101005;Bysjöstrand Äldreboende;;Sjöängsvägen 28;Gatuplan;N;60,888058;16,713495;;;;;;;;;;;;;;10:00-12:00;;;;;
21;Gävleborgs län;01;Ockelbo;Valnämnden i Ockelbo kommun;www.ockelbo.se;0767604200;2101004;Informationskontoret, Ockelbo;;Södra Åsgatan 30 D;gatuplan;N;60,890612;16,716791;10:00-16:30;10:00-18:00;10:00-16:30;11:00-13:00;11:00-13:00;10:00-16:30;10:00-16:30;10:00-16:30;10:00-18:00;10:00-16:30;11:00-13:00;11:00-13:00;10:00-16:30;10:00-16:30;10:00-16:30;10:00-18:00;10:00-16:30;11:00-13:00;11:00-20:00
21;Gävleborgs län;01;Ockelbo;Valnämnden i Ockelbo kommun;www.ockelbo.se;0767604200;2101003;Lingbogården;;Fallvägen 13;Ramp;N;61,044591;16,683353;;;;;;;;;;;;;;17:00-19:00;;;;;
21;Gävleborgs län;01;Ockelbo;Valnämnden i Ockelbo kommun;www.ockelbo.se;0767604200;2101002;Mobygården;;Svartsbovägen 7;Ramp;N;60,941025;16,656299;;;;;;;;;;;;;;17:00-19:00;;;;;
21;Gävleborgs län;01;Ockelbo;Valnämnden i Ockelbo kommun;www.ockelbo.se;0767604200;2101001;Jädraås Folkets Hus;;Jädraåsvägen 28;Ramp;N;60,841251;16,475074;;;;;;;;;;;;;;17:00-19:00;;;;;
21;Gävleborgs län;01;Ockelbo;Valnämnden i Ockelbo kommun;www.ockelbo.se;0767604200;2101006;Åmots fd skola, gymnastiksalen;;Bruksvägen 1;Ramp;N;60,961215;16,460774;;;;;;;;;;;;;;17:00-19:00;;;;;
21;Gävleborgs län;21;Ovanåker;Valnämnden i Ovanåkers kommun;www.ovanaker.se;0271-570 00;2121003;Södra skolan;828 32 Edsbyn;Gamla Faluvägen 3;- Parkering finns runtomkring. - Delvis grusunderlag innan entrén. - Rullstolsramp finns, liksom dörröppnare. - Entré stor nog för rullstol. Låg tröskel in.  - RullstolsWC finns.;N;61,373087;15,818698;15:00-19:00;15:00-19:00;15:00-19:00;;;15:00-19:00;15:00-19:00;15:00-19:00;15:00-19:00;15:00-19:00;12:00-16:00;;15:00-19:00;15:00-19:00;15:00-19:00;15:00-19:00;15:00-19:00;;
21;Gävleborgs län;21;Ovanåker;Valnämnden i Ovanåkers kommun;www.ovanaker.se;0271-570 00;2121001;Kommunhuset;828 31 Edsbyn;Långgatan 24;- Parkeringsplatser finns runtomkring entrén. - Asfalt på väg fram till dörr. - Dörröppnare finns. - Entré stor nog för rullstol. Låg tröskel in.  - RullstolsWC finns.;N;61,377323;15,817503;;;;;;;;;;;;;;;;;;;08:00-20:00
21;Gävleborgs län;21;Ovanåker;Valnämnden i Ovanåkers kommun;www.ovanaker.se;0271-570 00;2121002;Sunnangården;822 30 Alfta;Gamla Anneforsvägen 10;- Parkeringsmöjlighet finns nära entrén.  -  Asfalt på väg fram till dörr. - Dörröppnare finns. - Entré stor nog för rullstol. Låg tröskel in.  - RullstolsWC finns.;N;61,341461;16,061417;15:00-19:00;15:00-19:00;15:00-19:00;;;15:00-19:00;15:00-19:00;15:00-19:00;15:00-19:00;15:00-19:00;12:00-16:00;;15:00-19:00;15:00-19:00;15:00-19:00;15:00-19:00;15:00-19:00;;
21;Gävleborgs län;81;Sandviken;Valnämnden i Sandvikens kommun;www.sandviken.se;026-24 00 20;2181006;Åshammar IK klubbstuga;;Alsjöbäckvägen 8;Ramp finns.;N;60,63628;16,55815;;14:00-16:00;;;;;10:00-12:00;;;;;;;10:00-12:00;;;;;
21;Gävleborgs län;81;Sandviken;Valnämnden i Sandvikens kommun;www.sandviken.se;026-24 00 20;2181007;Årsunda, Kvarterslokal;;Hedkarbyvägen 2;Markplan;N;60,511692;16,733025;;;;;;09:30-11:30;;;;;;;;;09:30-11:30;;;;
21;Gävleborgs län;81;Sandviken;Valnämnden i Sandvikens kommun;www.sandviken.se;026-24 00 20;2181002;Ica, Storvik;;Tingsgatan 5;Markplan. Dörrar har automatisk dörröppnare.;N;60,583195;16,53128;;09:00-12:00;;;;;14:00-17:00;;09:00-12:00;;;;;14:00-17:00;;09:00-12:00;14:00-17:00;;
21;Gävleborgs län;81;Sandviken;Valnämnden i Sandvikens kommun;www.sandviken.se;026-24 00 20;2181003;Sockenstugan;;Färnebovägen 898;Ramp finns.;N;60,30356;16,79465;10:00-12:00;;;;;;;13:00-15:00;;;;;;;;;;;
21;Gävleborgs län;81;Sandviken;Valnämnden i Sandvikens kommun;www.sandviken.se;026-24 00 20;2181004;Gullhedskolan;;Gullsjövägen 11;Markplan;N;60,715652;16,59119;;;;11:00-14:00;;;;;;;11:00-14:00;;;;;;;11:00-14:00;
21;Gävleborgs län;81;Sandviken;Valnämnden i Sandvikens kommun;www.sandviken.se;026-24 00 20;2181008;Stadshuset;;Odengatan 37;Markplan. Dörröppnare finns.;N;60,621713;16,777475;11:00-14:00;11:00-18:30;11:00-14:00;11:00-15:00;11:00-15:00;11:00-15:00;11:00-15:00;11:00-15:00;11:00-18:30;11:00-15:00;11:00-15:00;11:00-15:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:30;10:00-18:00;11:00-15:00;08:00-20:00
21;Gävleborgs län;81;Sandviken;Valnämnden i Sandvikens kommun;www.sandviken.se;026-24 00 20;2181009;Björksätraskolan, biblioteket;;Björksätra Mitt 1;Markplan. Dörröppnare finns.;N;60,605066;16,749516;;;12:00-15:00;;;;;;14:00-16:30;12:00-15:00;;;12:00-15:00;;;14:00-17:00;;;
21;Gävleborgs län;82;Söderhamn;Valnämnden i Söderhamns kommun;www.soderhamn.se;0270-75060;2182005;Idrottsgården Holmsveden;;Lokalbacken 11;;N;61,116131;16,719864;;;;;;;;;;;;;;10:00-12:00;16:00-18:00;;;;
21;Gävleborgs län;82;Söderhamn;Valnämnden i Söderhamns kommun;www.soderhamn.se;0270-75060;2182006;Variant, Bergvik;;Bäckforsvägen 1;;N;61,270264;16,840625;;;;;;16:00-18:00;10:00-12:00;16:00-18:00;10:00-12:00;16:00-18:00;;;10:00-12:00;16:00-18:00;10:00-12:00;16:00-18:00;10:00-12:00;;
21;Gävleborgs län;82;Söderhamn;Valnämnden i Söderhamns kommun;www.soderhamn.se;0270-75060;2182007;Bygdegården Stråtjära;;Kallbäcksvägen 6A;;N;61,164156;16,819686;;;;;;;;;;;;;;;;16:00-18:00;;10:00-13:00;10:00-15:00
21;Gävleborgs län;82;Söderhamn;Valnämnden i Söderhamns kommun;www.soderhamn.se;0270-75060;2182001;Rådhuset, Söderhamn;;Oxtorgsgatan 19;Ramp finns på baksidan av Rådhuset;N;61,301484;17,050534;;;;;;;;;;;;;;;;;;;08:00-20:00
21;Gävleborgs län;82;Söderhamn;Valnämnden i Söderhamns kommun;www.soderhamn.se;0270-75060;2182002;Trönö, församlingshemmet;;Glamsta 989;;N;61,397431;16,837426;;;;;;;;;;;;;;10:00-12:00;16:00-18:00;16:00-18:00;;;
21;Gävleborgs län;82;Söderhamn;Valnämnden i Söderhamns kommun;www.soderhamn.se;0270-75060;2182003;Stadshotellet Söderhamn;;Oxtorgsgatan 17;;N;61,301362;17,049121;10:00-18:00;10:00-18:00;10:00-17:00;10:00-13:00;10:00-13:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-17:00;10:00-13:00;10:00-13:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-17:00;10:00-13:00;
21;Gävleborgs län;82;Söderhamn;Valnämnden i Söderhamns kommun;www.soderhamn.se;0270-75060;2182004;Folkets Hus, Ljusne;;Granvägen 1;;N;61,215334;17,134252;;;;;;16:00-18:00;10:00-12:00;16:00-18:00;10:00-12:00;16:00-18:00;;;10:00-12:00;16:00-18:00;10:00-12:00;16:00-18:00;10:00-12:00;;
13;Hallands län;82;Falkenberg;Valnämnden i Falkenbergs kommun;kommun.falkenberg.se/val;0346-88 55 88;1382006;Argus;;Holgersgatan 7;Tillgänglighet är kontrollerad och ok.;N;56,906636;12,490683;10:00-19:00;10:00-19:00;10:00-19:00;10:00-14:00;12:00-16:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-14:00;12:00-16:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-14:00;
13;Hallands län;82;Falkenberg;Valnämnden i Falkenbergs kommun;kommun.falkenberg.se/val;0346-88 55 88;1382004;Stenfalkens hus;;Stenfalksvägen 33;Tillgänglighet kontrollerad och ok.;N;56,911457;12,475877;;;;;;;17:00-19:00;;;;;;;;;;;;
13;Hallands län;82;Falkenberg;Valnämnden i Falkenbergs kommun;kommun.falkenberg.se/val;0346-88 55 88;1382008;Mobila biblioteket (Bokbussen);På https://kommun.falkenberg.se/val hittar du schema över hållplatser där mobila biblioteket stannar och vilka tider  den gör detta.;Holgersgatan 7;Begränsad. Det går att få hjälp att göra iordning sin röst utanför med hjälp av röstmottagaren.;N;;;;;;;;14:45-19:15;14:45-15:30;16:00-19:15;14:30-19:15;;;;14:45-18:40;14:40-19:15;14:45-19:10;14:20-19:15;;;
13;Hallands län;82;Falkenberg;Valnämnden i Falkenbergs kommun;kommun.falkenberg.se/val;0346-88 55 88;1382007;Stadshuset, Falkenberg;;Rådhustorget 3 C;Tillgänglighet är kontrollerad och ok.;N;56,90428;12,49141;08:00-17:00;08:00-17:00;08:00-15:00;;;08:00-17:00;08:00-17:00;08:00-17:00;08:00-17:00;08:00-15:00;;;08:00-17:00;08:00-17:00;08:00-17:00;08:00-17:00;08:00-15:00;10:00-14:00;08:00-20:00
13;Hallands län;82;Falkenberg;Valnämnden i Falkenbergs kommun;kommun.falkenberg.se/val;0346-88 55 88;1382005;Katrinebergs folkhögskola;I konferensdelen;Dalsgård 114, Blå salen;Tillgänglighet kontrollerad och ok.;N;56,972866;12,639685;;;;;;;;;;;;;;;16:00-19:00;;;;
13;Hallands län;82;Falkenberg;Valnämnden i Falkenbergs kommun;kommun.falkenberg.se/val;0346-88 55 88;1382010;Mariagården, Ullared;;Kyrkovägen 1;Tillgänglighet är kontrollerad och ok.;N;57,134528;12,717007;;;;;;15:00-19:00;15:00-19:00;;;;;;15:00-19:00;15:00-19:00;;;;;
13;Hallands län;82;Falkenberg;Valnämnden i Falkenbergs kommun;kommun.falkenberg.se/val;0346-88 55 88;1382003;Sloalyckans, samlingslokal;Byggnaden mellan Utmarksvägen 5H och 9A;Utmarksvägen 5;Tillgängligheten är kontrollerad och ok.;N;56,910941;12,505349;;;;;;;;17:00-19:00;;;;;;;;;;;
13;Hallands län;82;Falkenberg;Valnämnden i Falkenbergs kommun;kommun.falkenberg.se/val;0346-88 55 88;1382009;Falkenbergs Netto, Heberg;;Falkers väg 10;Tillgänglighet är kontrollerad och ok.;N;56,882829;12,623941;09:30-18:00;09:30-18:00;09:30-18:00;10:00-15:00;11:00-15:00;09:30-18:00;09:30-18:00;09:30-18:00;09:30-18:00;09:30-18:00;10:00-15:00;11:00-15:00;09:30-18:00;09:30-18:00;09:30-18:00;09:30-18:00;09:30-18:00;10:00-15:00;
13;Hallands län;80;Halmstad;Valnämnden i Halmstads kommun;www.halmstad.se;035-18 25 60;1380021;Trönninge församlingshem;;Kyrkvägen 1;;N;56,62162;12,93664;;14:00-17:00;;11:00-14:00;;;14:00-17:00;;;;11:00-14:00;;;14:00-17:00;;;;11:00-14:00;
13;Hallands län;80;Halmstad;Valnämnden i Halmstads kommun;www.halmstad.se;035-18 25 60;1380020;Slättåkragården;Vägen mot Gräsås från Slättåkra;Slättåkra 202;;N;56,832048;12,877221;;;;;;;;;;;12:00-15:00;;;;;;;12:00-15:00;
13;Hallands län;80;Halmstad;Valnämnden i Halmstads kommun;www.halmstad.se;035-18 25 60;1380003;Vallås bibliotek;;Vallås centrum;;N;56,67788;12,91098;13:00-18:00;;;10:30-13:30;;13:00-18:00;13:00-18:00;13:00-18:00;;;10:30-13:30;;13:00-18:00;13:00-18:00;13:00-18:00;;;10:30-13:30;
13;Hallands län;80;Halmstad;Valnämnden i Halmstads kommun;www.halmstad.se;035-18 25 60;1380019;Anstalten i Halmstad;;Lannavägen 3;;J;56,67431492168805;12,803757083004143;;;;;;;;;;;;;10:00-15:00;;;;;;
13;Hallands län;80;Halmstad;Valnämnden i Halmstads kommun;www.halmstad.se;035-18 25 60;1380018;Sjukhuset i Halmstad;Ingång 19;Lasarettsvägen;;N;56,682413;12,847695;;;;;;;;;;;;;;;07:30-15:00;07:30-15:00;07:30-15:00;07:30-15:00;
13;Hallands län;80;Halmstad;Valnämnden i Halmstads kommun;www.halmstad.se;035-18 25 60;1380002;Halmstads arena;Huvudentré;Växjövägen 11;;N;56,674362;12,888272;12:00-18:00;12:00-18:00;12:00-18:00;10:00-15:00;;12:00-18:00;12:00-18:00;12:00-18:00;12:00-18:00;12:00-18:00;10:00-15:00;;12:00-18:00;12:00-18:00;12:00-18:00;12:00-18:00;12:00-18:00;10:00-15:00;08:00-20:00
13;Hallands län;80;Halmstad;Valnämnden i Halmstads kommun;www.halmstad.se;035-18 25 60;1380001;Halmstads kommuns rådhus;;Kyrkogatan 5;Röstningslokalen är anpassad till personer med synnedsättning;N;56,67342;12,85741;09:00-17:00;09:00-17:00;09:00-16:00;10:00-14:00;10:00-14:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-16:00;10:00-14:00;10:00-14:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-16:00;10:00-14:00;
13;Hallands län;80;Halmstad;Valnämnden i Halmstads kommun;www.halmstad.se;035-18 25 60;1380005;Stadsbiblioteket;;Axels Olsons gata 1;Förtidsröstningslokalen är belägen i källarplan, hiss finns på entréplan , på höger sida efter receptionen.;N;56,675252;12,862211;12:00-17:00;12:00-17:00;12:00-17:00;10:00-15:00;;12:00-17:00;12:00-17:00;12:00-17:00;12:00-17:00;12:00-17:00;10:00-15:00;;12:00-17:00;12:00-17:00;12:00-17:00;12:00-17:00;12:00-17:00;10:00-15:00;
13;Hallands län;80;Halmstad;Valnämnden i Halmstads kommun;www.halmstad.se;035-18 25 60;1380012;Getinge bibliotek;Getinge bibliotek finns i Getingeskolans lokaler;Broavägen 27;;N;56,82043;12,73721;;15:00-18:00;;;;;15:00-18:00;;15:00-18:00;;;;;15:00-18:00;;15:00-18:00;;;
