LÄNSKOD;LÄN;KOMMUNKOD;KOMMUN;VALNÄMND;HEMSIDA;TELNR;LOKALID;LOKAL;ADRESS1;ADRESS2;TILLGÄNGL;BEGRTILLT;LATITUD;LONGITUD;2022-08-24;2022-08-25;2022-08-26;2022-08-27;2022-08-28;2022-08-29;2022-08-30;2022-08-31;2022-09-01;2022-09-02;2022-09-03;2022-09-04;2022-09-05;2022-09-06;2022-09-07;2022-09-08;2022-09-09;2022-09-10;2022-09-11
14;Västra Götalands län;80;Göteborg;Valnämnden i Göteborgs stad;www.goteborg.se;031-365 00 00;1480069;Sockens Vårdboende;;Sockenvägen 28;https://www.t-d.se/sv/TD3/Avtal/Goteborgs-stad/Sockens-Vard--och-omsorgsboende/;J;57,724251;11,929843;;;;;;12:00-14:00;;;;;;;;;;;;;
14;Västra Götalands län;80;Göteborg;Valnämnden i Göteborgs stad;www.goteborg.se;031-365 00 00;1480056;Kärrahus Vårdboende;;Lillekärr Södra 55;https://www.t-d.se/sv/TD2/Avtal/Goteborgs-stad/Karrahus-Vard--och-omsorgsboende/;J;57,793941277154154;11,992961071164052;;;;;;;;14:00-16:00;;;;;;;;;;;
14;Västra Götalands län;80;Göteborg;Valnämnden i Göteborgs stad;www.goteborg.se;031-365 00 00;1480002;Högsbo bibliotek;Förtidsröstningen äger rum i Axelsalen och ej inne i biblioteket. Plan 2. Hiss finns.;Axel Dahlströms torg 3;Se tillgänglighetsdatabasen https://www.t-d.se/sv/TD3/Avtal/Goteborgs-stad/Axelhuset-Goteborg/Hogsbo-Bibliotek-Goteborg/;N;57,670835;11,927012;10:00-17:00;10:00-19:00;10:00-17:00;10:00-14:00;;10:00-19:00;10:00-19:00;10:00-17:00;10:00-19:00;10:00-17:00;10:00-14:00;;10:00-19:00;10:00-19:00;10:00-17:00;10:00-19:00;10:00-17:00;11:00-15:00;
14;Västra Götalands län;80;Göteborg;Valnämnden i Göteborgs stad;www.goteborg.se;031-365 00 00;1480072;Kortedala bibliotek;;Kortedala torg 9;Biblioteket är placerat på vån 2. Hiss finns.  Se tillgänglighetsdatabasen https://www.t-d.se/sv/TD3/Avtal/Goteborgs-stad/Kortedala-Torg/Kortedala-bibliotek-Goteborg/;N;57,752375;12,031745;11:00-16:00;11:00-19:00;11:00-16:00;11:00-15:00;;11:00-19:00;11:00-16:00;11:00-16:00;11:00-19:00;11:00-16:00;11:00-15:00;;11:00-19:00;11:00-16:00;11:00-16:00;11:00-19:00;11:00-16:00;11:00-15:00;
14;Västra Götalands län;80;Göteborg;Valnämnden i Göteborgs stad;www.goteborg.se;031-365 00 00;1480028;Kulturhuset Bergsjön;Förtidsröstningen äger rum på plan 2. Hiss finns.;Rymdtorget 8;Förtidsröstningen äger rum på plan 2. Hiss finns.;N;57,756398;12,070079;10:00-18:00;10:00-18:00;10:00-18:00;11:00-16:00;11:00-16:00;10:00-19:00;10:00-19:00;10:00-18:00;10:00-18:00;10:00-18:00;11:00-16:00;11:00-16:00;10:00-19:00;10:00-19:00;10:00-18:00;10:00-18:00;10:00-18:00;11:00-15:00;
14;Västra Götalands län;80;Göteborg;Valnämnden i Göteborgs stad;www.goteborg.se;031-365 00 00;1480075;Guldhedens bibliotek;Ateljén på plan 2.;Dr Fries torg 6;Lokalen är placerad på vån två. Hiss finns. Se tillgänglighetsdatabasen  https://www.t-d.se/sv/TD3/Avtal/Goteborgs-stad/Guldhedens-bibliotek-Goteborg/;N;57,683304;11,971611;10:00-16:00;10:00-19:00;10:00-16:00;10:00-15:00;;10:00-19:00;10:00-19:00;10:00-16:00;10:00-19:00;10:00-16:00;10:00-15:00;;10:00-19:00;10:00-19:00;10:00-16:00;10:00-19:00;10:00-16:00;11:00-15:00;
14;Västra Götalands län;80;Göteborg;Valnämnden i Göteborgs stad;www.goteborg.se;031-365 00 00;1480040;Högsbo KVA;;Odhners gata 44;;J;57,65439838018034;11,95306820486836;;;;;;;;;10:00-17:00;;;;;;;;;;
14;Västra Götalands län;80;Göteborg;Valnämnden i Göteborgs stad;www.goteborg.se;031-365 00 00;1480055;Grevegårdens Vårdboende;;Grevegårdsvägen 44;https://www.t-d.se/sv/TD2/Avtal/Goteborgs-stad/Grevegardens-Vard--och-omsorgsboende----------------------/;J;57,646911;11,894792;;;10:00-12:00;;;;;;;;;;;;;;;;
14;Västra Götalands län;80;Göteborg;Valnämnden i Göteborgs stad;www.goteborg.se;031-365 00 00;1480016;Åkerhus Vårdboende;;Juteskärsgatan 2;https://www.t-d.se/sv/TD2/Avtal/Goteborgs-stad/Akerhus-Vard--och-omsorgsboende------------------------/;J;57,63924908611457;11,882565728835948;;;14:00-16:00;;;;;;;;;;;;;;;;
14;Västra Götalands län;80;Göteborg;Valnämnden i Göteborgs stad;www.goteborg.se;031-365 00 00;1480047;Lövgärdets Vårdboende;;Vaniljgatan 28;https://www.t-d.se/sv/TD2/Avtal/Goteborgs-stad/Lovgardets-Vard--och-omsorgsboende/;J;57,81599588652105;12,041736128835943;;10:00-12:00;;;;;;;;;;;;;;;;;
14;Västra Götalands län;80;Göteborg;Valnämnden i Göteborgs stad;www.goteborg.se;031-365 00 00;1480013;Solgläntans Vårdboende;;Solängsvägen 55;https://www.t-d.se/sv/TD3/Avtal/Goteborgs-stad/Solglantans-Vard--och-omsorgsboende/;J;57,723110623303505;11,773670513492167;;10:00-12:00;;;;;;;;;;;;;;;;;
14;Västra Götalands län;80;Göteborg;Valnämnden i Göteborgs stad;www.goteborg.se;031-365 00 00;1480010;Svartedalens Vårdboende;;Svartedalsgatan 2;https://www.t-d.se/sv/TD2/Avtal/Goteborgs-stad/Svartedalens-Vard--och-omsorgsboende/;J;57,730518;11,902442;;10:00-12:00;;;;;;;;;;;;;;;;;
14;Västra Götalands län;80;Göteborg;Valnämnden i Göteborgs stad;www.goteborg.se;031-365 00 00;1480001;Majornas bibliotek;;Chapmans torg 5;Se tillgänglighetsdatabasen https://www.t-d.se/sv/TD3/Avtal/Goteborgs-stad/Majornas-bibliotek-Goteborg/;N;57,693387;11,919748;10:00-19:00;10:00-19:00;10:00-17:00;11:00-15:00;;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-17:00;11:00-15:00;;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-17:00;11:00-15:00;
14;Västra Götalands län;80;Göteborg;Valnämnden i Göteborgs stad;www.goteborg.se;031-365 00 00;1480073;Stadsbiblioteket;Gamla huvudentrén;Götaplatsen 3;Se tillgänglighetsdatabasen https://www.t-d.se/sv/TD3/Avtal/Goteborgs-stad/Stadsbiblioteket-Goteborg-Entreplan/;N;57,697883;11,979344;08:00-20:00;08:00-20:00;08:00-20:00;10:00-18:00;10:00-18:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;10:00-18:00;10:00-18:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;10:00-15:00;
14;Västra Götalands län;80;Göteborg;Valnämnden i Göteborgs stad;www.goteborg.se;031-365 00 00;1480012;Mötesplats Vintergatan;;Vintergatan 1A;Handikapparkering inom 25 meters gångavstånd.;N;57,70942434400641;11,927431527256449;10:00-18:00;10:00-19:00;10:00-18:00;;;10:00-18:00;10:00-18:00;10:00-18:00;10:00-19:00;10:00-18:00;;;10:00-18:00;10:00-18:00;10:00-18:00;10:00-19:00;10:00-18:00;11:00-15:00;
14;Västra Götalands län;80;Göteborg;Valnämnden i Göteborgs stad;www.goteborg.se;031-365 00 00;1480061;Stora Teatern;Modul placerad vid Stora Teatern.;Millenniumplatsen;Parkering finns vid Stora Teatern.;N;57,70315887365317;11,9705318181543;11:00-18:00;11:00-20:00;11:00-18:00;11:00-15:00;11:00-15:00;11:00-18:00;11:00-18:00;11:00-18:00;11:00-20:00;11:00-18:00;11:00-15:00;11:00-15:00;11:00-18:00;11:00-18:00;11:00-18:00;11:00-20:00;11:00-18:00;11:00-15:00;
14;Västra Götalands län;71;Götene;Valnämnden i Götene kommun;www.gotene.se;070-8907925;1471003;Sessionssalen, Centrumhuset Götene;Övre planet;Torggatan 4;Hiss finns;N;58,527617;13,494134;10:00-17:00;08:00-17:00;08:00-17:00;10:00-12:00;10:00-12:00;08:00-17:00;08:00-17:00;08:00-17:00;08:00-19:00;08:00-17:00;10:00-15:00;10:00-12:00;08:00-17:00;08:00-19:00;08:00-17:00;08:00-20:00;08:00-17:00;10:00-15:00;08:00-20:00
14;Västra Götalands län;71;Götene;Valnämnden i Götene kommun;www.gotene.se;070-8907925;1471006;Träffpunkten Källby;;Sjökvarnsvägen 23;;N;58,510944;13,304723;10:00-12:00;10:00-12:00;14:00-16:00;14:00-16:00;;10:00-12:00;;14:00-16:00;14:00-16:00;18:00-20:00;17:00-19:00;10:00-12:00;17:00-19:00;14:00-16:00;16:00-18:00;18:00-20:00;14:00-16:00;10:00-12:00;
14;Västra Götalands län;71;Götene;Valnämnden i Götene kommun;www.gotene.se;070-8907925;1471005;Samlingslokal servicehuset Hällekis;;Backlyckevägen 4;;N;58,627672;13,466819;14:00-16:00;;10:00-12:00;10:00-12:00;;;14:00-16:00;10:00-12:00;17:00-19:00;10:00-12:00;13:00-15:00;15:00-17:00;13:00-15:00;16:00-18:00;14:00-16:00;18:00-20:00;10:00-12:00;14:00-16:00;
14;Västra Götalands län;71;Götene;Valnämnden i Götene kommun;www.gotene.se;070-8907925;1471004;Träffpunkten Lundsbrunn;;Lundagårdsvägen 1;;N;58,467749;13,449712;;14:00-16:00;;10:00-12:00;;14:00-16:00;10:00-12:00;18:00-20:00;10:00-12:00;14:00-16:00;09:00-11:00;13:00-15:00;16:00-18:00;10:00-12:00;18:00-20:00;14:00-16:00;14:00-16:00;16:00-18:00;
14;Västra Götalands län;66;Herrljunga;Valnämnden i Herrljunga kommun;www.herrljunga.se;0513-170 00;1466004;Gäsenegården;;Stationsvägen 16A;Tillgänglig toalett finns. Röstningslokal på markplan, inga trappor eller trappsteg. Parkering finns i anslutning till röstningslokal.;N;57,987134;13,054483;11:00-19:00;;11:00-19:00;;;;11:00-19:00;11:00-19:00;;11:00-19:00;;;;11:00-19:00;11:00-19:00;;11:00-19:00;;
14;Västra Götalands län;66;Herrljunga;Valnämnden i Herrljunga kommun;www.herrljunga.se;0513-170 00;1466003;Kommunhuset;;Torget 1;Tillgänglig toalett finns. Röstningslokal på markplan, inga trappor eller trappsteg. Parkering finns i anslutning till röstningslokal.;N;58,077082;13,026781;;;;;11:00-14:00;;;;;;;11:00-14:00;;;;;;;08:00-20:00
14;Västra Götalands län;66;Herrljunga;Valnämnden i Herrljunga kommun;www.herrljunga.se;0513-170 00;1466002;Biblioteket Ljung;;Stationsvägen 7;Tillgänglig toalett finns. Röstningslokal på markplan, inga trappor eller trappsteg. Parkering finns i anslutning till röstningslokal.;N;57,987265;13,058473;;10:00-13:00,16:00-19:00;;;;10:00-13:00,16:00-19:00;;;10:00-13:00,16:00-19:00;;;;10:00-13:00,16:00-19:00;;;10:00-13:00,16:00-19:00;;;
14;Västra Götalands län;66;Herrljunga;Valnämnden i Herrljunga kommun;www.herrljunga.se;0513-170 00;1466001;Huvudbibliotek Herrljunga;;Trädgårdsgatan 14;Tillgänglig toalett finns. Röstningslokal nås via ramp. Parkering finns i anslutning till röstningslokal.;N;58,077061;13,025103;11:00-19:00;11:00-19:00;11:00-16:00;10:00-13:00;;11:00-19:00;11:00-19:00;11:00-19:00;11:00-19:00;11:00-16:00;10:00-13:00;;11:00-19:00;11:00-19:00;11:00-19:00;11:00-19:00;11:00-16:00;10:00-13:00;
14;Västra Götalands län;97;Hjo;Valnämnden i Hjo kommun;www.hjo.se;0503-35000;1497001;Kulturkvarteret Pedagogien;;Bangatan 1 B;;N;58,303477;14,290375;08:00-16:30;08:00-18:00;08:00-16:30;10:00-13:00;12:00-16:00;08:00-18:00;08:00-16:30;08:00-16:30;08:00-18:00;08:00-16:30;10:00-13:00;12:00-16:00;08:00-18:00;08:00-16:30;08:00-16:30;08:00-18:00;08:00-16:30;10:00-13:00;
14;Västra Götalands län;97;Hjo;Valnämnden i Hjo kommun;www.hjo.se;0503-35000;1497002;Stadshuset;Entrè Hjo Stadshus;Torggatan 2;;N;58,301152;14,286904;;;;;;;;;;;;;;;;;;;08:00-20:00
14;Västra Götalands län;01;Härryda;Valnämnden i Härryda kommun;www.harryda.se;031-7246100;1401005;Landvetters kulturhus;;Guldsmedsplatsen 1;;N;57,686602;12,212409;12:30-18:00;10:30-18:00;10:30-17:00;10:30-14:00;;10:30-18:00;10:30-18:00;12:30-18:00;10:30-18:00;10:30-17:00;10:30-14:00;;10:30-18:00;10:30-18:00;12:30-18:00;10:30-18:00;10:30-17:00;10:30-14:00;
14;Västra Götalands län;01;Härryda;Valnämnden i Härryda kommun;www.harryda.se;031-7246100;1401004;Rävlanda föreningsgård;;Sätilavägen 12;;N;57,64712;12,49576;;14:00-18:00;;10:00-14:00;;;10:00-14:00;;14:00-18:00;;10:00-14:00;;;10:00-14:00;;14:00-18:00;;10:00-14:00;
14;Västra Götalands län;01;Härryda;Valnämnden i Härryda kommun;www.harryda.se;031-7246100;1401003;Hindås stationshus;;Hindås stationsväg 30;;N;57,704176;12,451256;10:00-15:00;10:00-13:00;10:00-15:00;;;10:00-15:00;15:00-19:00;10:00-15:00;10:00-13:00;10:00-15:00;;;10:00-15:00;15:00-19:00;10:00-15:00;10:00-13:00;10:00-15:00;;
14;Västra Götalands län;01;Härryda;Valnämnden i Härryda kommun;www.harryda.se;031-7246100;1401001;Kommunhuset;;Råda Torg 1;;N;57,659495;12,116427;;;;;10:00-14:00;;;;;;;10:00-14:00;;;;;;;08:00-20:00
14;Västra Götalands län;01;Härryda;Valnämnden i Härryda kommun;www.harryda.se;031-7246100;1401002;Mölnlycke fabriker;Mölnlycke fabriker;Bruksgatan 22;;N;57,66182;12,13054;11:00-15:00;11:00-15:00;11:00-15:00;11:00-15:00;;11:00-19:00;11:00-19:00;11:00-19:00;11:00-19:00;11:00-17:00;11:00-15:00;;11:00-19:00;11:00-19:00;11:00-19:00;11:00-19:00;11:00-17:00;11:00-15:00;
14;Västra Götalands län;01;Härryda;Valnämnden i Härryda kommun;www.harryda.se;031-7246100;1401009;Mölnlycke kulturhus;Lilla salen;Biblioteksgatan 2;;N;57,65876;12,11764;08:30-19:00;08:30-19:00;08:30-17:00;11:30-15:00;;08:30-19:00;08:30-19:00;08:30-19:00;08:30-19:00;08:30-17:00;11:30-15:00;;08:30-19:00;08:30-19:00;08:30-19:00;08:30-19:00;08:30-17:00;11:30-15:00;
14;Västra Götalands län;46;Karlsborg;Valnämnden i Karlsborgs kommun;www.karlsborg.se;0505-17 070;1446002;Forsviks If klubbstuga;;Billströmsvägen 3;;N;58,574743;14,431349;;;;;;;;;;;;;;;;;;;09:00-13:00,15:00-18:00
14;Västra Götalands län;46;Karlsborg;Valnämnden i Karlsborgs kommun;www.karlsborg.se;0505-17 070;1446001;Karlsborgs kommunhus, receptionen;;Storgatan 16;Hiss finns i entrén, röstningen sker vid kommunens reception på plan 1. Det finns 1 handikapparkeringsplats av totalt 9 parkeringsplatser.;N;58,529443;14,511566;08:00-14:00;08:00-19:00;08:00-14:00;11:00-14:00;11:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;08:00-19:00;08:00-14:00;11:00-14:00;11:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;08:00-19:00;08:00-14:00;11:00-14:00;08:00-20:00
14;Västra Götalands län;82;Kungälv;Valnämnden i Kungälvs kommun;www.kungalv.se;0303-23 80 00;1482005;Ytterby Bibliotek;;Skolvägen 1;;N;57,86282322041359;11,921794855804764;12:00-20:00;10:00-16:00;;;;10:00-16:00;;12:00-20:00;10:00-16:00;;;;10:00-16:00;;12:00-20:00;10:00-16:00;;;
14;Västra Götalands län;82;Kungälv;Valnämnden i Kungälvs kommun;www.kungalv.se;0303-23 80 00;1482006;Rådhuset Marstrand;Reser man kollektivt behöver man ta färjan från Koön;Rådhusgatan 17;Ta hissen i entrén för att nå vallokalen;N;57,887310207291975;11,581978536962627;;12:00-20:00;;;;;12:00-17:00;;12:00-20:00;;;;;12:00-17:00;;12:00-20:00;;;
14;Västra Götalands län;82;Kungälv;Valnämnden i Kungälvs kommun;www.kungalv.se;0303-23 80 00;1482002;Kongahälla Center;Mitten, plan 2 Ingång: Kongahällagatan;Älvebacken 1;;N;57,87340;11,96778;10:00-20:00;10:00-20:00;10:00-20:00;10:00-18:00;10:00-18:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-18:00;10:00-18:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-18:00;08:00-20:00
14;Västra Götalands län;82;Kungälv;Valnämnden i Kungälvs kommun;www.kungalv.se;0303-23 80 00;1482003;Diseröds Bibliotek;;Diseröds centrum 4;;N;57,9243155099093;12,030757242275675;;15:00-20:00;;;;;;;15:00-20:00;;;;;;;15:00-20:00;;;
14;Västra Götalands län;82;Kungälv;Valnämnden i Kungälvs kommun;www.kungalv.se;0303-23 80 00;1482004;Mimers hus;Entréhallen;Trollhättevägen 4;;N;57,874716;11,977765;12:00-20:00;12:00-20:00;12:00-20:00;;;12:00-20:00;12:00-20:00;12:00-20:00;12:00-20:00;12:00-20:00;;;12:00-20:00;12:00-20:00;12:00-20:00;12:00-20:00;12:00-20:00;;
14;Västra Götalands län;82;Kungälv;Valnämnden i Kungälvs kommun;www.kungalv.se;0303-23 80 00;1482001;Kärna bibliotek;;Kärnavägen 8;;N;57,84621366672164;11,792457135668016;;14:00-20:00;;;;14:00-20:00;14:00-20:00;;14:00-20:00;;;;;14:00-20:00;;14:00-20:00;;;
14;Västra Götalands län;41;Lerum;Valnämnden i Lerums kommun;www.lerum.se;0708-840000;1441003;Sjövik bibliotek;;Sjöviks stationsväg 3;;N;57,914731;12,368663;;;;;;;16:00-19:00;;;;;;;16:00-19:00;;;;;
14;Västra Götalands län;41;Lerum;Valnämnden i Lerums kommun;www.lerum.se;0708-840000;1441001;Floda bibliotek;;Rurik Holms väg 2;;N;57,808737;12,362737;10:00-15:00;11:00-19:00;10:00-15:00;;;11:00-19:00;11:00-19:00;10:00-15:00;11:00-19:00;10:00-15:00;;;11:00-19:00;11:00-19:00;10:00-15:00;11:00-19:00;10:00-15:00;;
14;Västra Götalands län;41;Lerum;Valnämnden i Lerums kommun;www.lerum.se;0708-840000;1441002;Tollereds bibliotek;;Volrath Bergs väg 14;;N;57,81918;12,421149;;;;;;16:00-19:00;;;;;;;16:00-19:00;;;;;;
14;Västra Götalands län;41;Lerum;Valnämnden i Lerums kommun;www.lerum.se;0708-840000;1441005;Lerum centrum Stationsvägen;Bredvid busstation i centrala Lerum;Stationsvägen 5;;N;57,769076;12,270699;08:00-18:00;08:00-18:00;08:00-18:00;11:00-15:00;12:00-15:00;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;11:00-15:00;12:00-15:00;08:00-19:00;08:00-19:00;08:00-19:00;08:00-19:00;08:00-19:00;11:00-15:00;08:00-20:00
14;Västra Götalands län;41;Lerum;Valnämnden i Lerums kommun;www.lerum.se;0708-840000;1441004;Samlingssalen Mjörnbo Allé;Gråbo torg;Mjörnbo Allé 5;;N;57,8366727;12,299902;10:00-15:00;11:00-19:00;10:00-15:00;;;11:00-19:00;11:00-19:00;10:00-15:00;11:00-19:00;10:00-15:00;;;11:00-19:00;11:00-19:00;10:00-15:00;11:00-19:00;10:00-15:00;;
14;Västra Götalands län;94;Lidköping;Valnämnden i Lidköpings kommun;www.lidkoping.se;0510-770160;1494001;Stadshuset;Ingång stadshusets huvudentré.;Skaragatan 8;;N;58,502165;13,163692;09:00-19:00;09:00-19:00;09:00-19:00;10:00-15:00;10:00-15:00;09:00-19:00;09:00-19:00;09:00-19:00;09:00-19:00;09:00-19:00;10:00-15:00;10:00-15:00;09:00-19:00;09:00-19:00;09:00-19:00;09:00-19:00;09:00-19:00;10:00-15:00;08:00-20:00
14;Västra Götalands län;62;Lilla Edet;Valnämnden i Lilla Edets kommun;www.lillaedet.se;0520-42 29 60;1462002;Kommunhuset Lilla Edet;;Järnvägsgatan 12;;N;58,134382;12,124332;10:00-16:00;10:00-16:00;10:00-15:00;10:00-14:00;10:00-14:00;10:00-17:00;10:00-16:00;10:00-16:00;10:00-16:00;10:00-15:00;10:00-14:00;10:00-14:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-14:00;08:00-20:00
14;Västra Götalands län;62;Lilla Edet;Valnämnden i Lilla Edets kommun;www.lillaedet.se;0520-42 29 60;1462001;Lödöse Museum;;Museivägen 1;;N;58,035907;12,154195;14:00-19:00;;14:00-19:00;;;;14:00-19:00;;14:00-19:00;;10:00-14:00;;;14:00-19:00;;14:00-19:00;;10:00-14:00;
14;Västra Götalands län;84;Lysekil;Valnämnden i Lysekils kommun;www.lysekil.se;0523-61 30 00;1484002;Skaftö församlingshem;;Lönndalsvägen 30;;N;58,212222;11,419782;15:00-18:00;15:00-18:00;15:00-18:00;;;15:00-18:00;15:00-18:00;15:00-18:00;15:00-18:00;15:00-18:00;;;15:00-18:00;15:00-18:00;15:00-18:00;15:00-18:00;15:00-18:00;;
14;Västra Götalands län;84;Lysekil;Valnämnden i Lysekils kommun;www.lysekil.se;0523-61 30 00;1484001;Kommunhuset Lysekil;;Kungsgatan 44;;N;58,274528;11,437528;10:00-13:00,15:00-19:00;10:00-13:00,15:00-19:00;10:00-13:00,15:00-19:00;10:00-14:00;10:00-14:00;10:00-13:00,15:00-19:00;10:00-13:00,15:00-19:00;10:00-13:00,15:00-19:00;10:00-13:00,15:00-19:00;10:00-13:00,15:00-19:00;10:00-14:00;10:00-14:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-14:00;08:00-20:00
14;Västra Götalands län;84;Lysekil;Valnämnden i Lysekils kommun;www.lysekil.se;0523-61 30 00;1484003;Folkets Hus - Brastad;;Biografvägen 1;;N;58,384652;11,487295;15:00-18:00;15:00-18:00;15:00-18:00;;;15:00-18:00;15:00-18:00;15:00-18:00;15:00-18:00;15:00-18:00;;;15:00-18:00;15:00-18:00;15:00-18:00;15:00-18:00;15:00-18:00;;
14;Västra Götalands län;93;Mariestad;Valnämnden i Mariestads kommun;www.mariestad.se;0501-755050;1493001;Stadshuset;;Kyrkogatan 2;Hiss finns vid entrén. Automatisk dörröppning.;N;58,709801;13,82185;10:00-18:00;10:00-18:00;10:00-16:00;10:00-13:00;10:00-13:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-16:00;10:00-13:00;10:00-13:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-16:00;10:00-13:00;08:00-20:00
14;Västra Götalands län;93;Mariestad;Valnämnden i Mariestads kommun;www.mariestad.se;0501-755050;1493003;Anstalten Johannesberg;;Carlbecksvägen 7-9;;J;58,7073;13,8433;;;;;;;;;;;;;14:00-16:00;;;;;;
14;Västra Götalands län;93;Mariestad;Valnämnden i Mariestads kommun;www.mariestad.se;0501-755050;1493002;Anstalten Rödjan;;542 94 Mariestad;;J;58,7003;13,7807;;;;;;;;;;;;;;12:00-15:00;;;;;
14;Västra Götalands län;63;Mark;Valnämnden i Marks kommun;www.mark.se;0320217018;1463021;Solgård;;Solgårdsvägen 6, Fritsla;;J;57,554437;12,789019;;;;;;;;;;;;;;;10:00-13:00;;;;
14;Västra Götalands län;63;Mark;Valnämnden i Marks kommun;www.mark.se;0320217018;1463017;Ekås;;Lunnaliden 2, Horred;;J;57,355122;12,476338;;;;;;;10:00-13:00;;;;;;;;;;;;
14;Västra Götalands län;63;Mark;Valnämnden i Marks kommun;www.mark.se;0320217018;1463015;Klockaregården;;Hyssnavägen 11, Sätila;;J;57,540833;12,435;;;10:00-13:00;;;;;;;;;;;;;;;;
14;Västra Götalands län;63;Mark;Valnämnden i Marks kommun;www.mark.se;0320217018;1463013;Kunskapens hus;;Varbergsvägen 6;;N;57,497426;12,664576;;;;;;;;;11:00-15:00;11:00-15:00;;;11:00-15:00;11:00-15:00;11:00-15:00;11:00-15:00;11:00-15:00;;
14;Västra Götalands län;63;Mark;Valnämnden i Marks kommun;www.mark.se;0320217018;1463005;Kommunhuset Kinna, biblioteket;;Boråsvägen 40;Lokalen har god tillgänglighet;N;57,508285;12,697964;12:00-18:00;12:00-18:00;12:00-15:30;11:00-14:00;;12:00-18:00;12:00-18:00;12:00-18:00;12:00-18:00;12:00-15:30;11:00-14:00;;12:00-18:00;12:00-18:00;12:00-18:00;12:00-18:00;10:00-18:00;11:00-15:30;08:00-20:00
14;Västra Götalands län;63;Mark;Valnämnden i Marks kommun;www.mark.se;0320217018;1463019;Rönnäng;;Rättaregårdsgatan 1, Kinna;;J;57,508447;12,698886;;;;;;;;;10:00-13:00;;;;;;;;;;
14;Västra Götalands län;63;Mark;Valnämnden i Marks kommun;www.mark.se;0320217018;1463004;Rydals Museum;;Öppet kl. 10-16 på valdagen;;N;57,554973;12,693833;;;;;;;;;;;;;;;;;;;10:00-16:00
14;Västra Götalands län;63;Mark;Valnämnden i Marks kommun;www.mark.se;0320217018;1463006;Lundagården, Sätila;;Björlandavägen 1;;N;57,542664;12,432586;12:00-17:00;12:00-17:00;12:00-17:00;11:00-14:00;;12:00-17:00;12:00-17:00;12:00-17:00;12:00-17:00;12:00-17:00;11:00-14:00;;12:00-17:00;12:00-17:00;12:00-17:00;12:00-17:00;12:00-17:00;11:00-14:00;
14;Västra Götalands län;63;Mark;Valnämnden i Marks kommun;www.mark.se;0320217018;1463007;Fritsla bibliotek;;Idrottsvägen 9;;N;57,553804;12,791648;;14:00-18:30;;;;14:00-18:30;;;14:00-18:30;;;;14:00-18:30;;;14:00-18:30;;;
14;Västra Götalands län;63;Mark;Valnämnden i Marks kommun;www.mark.se;0320217018;1463008;Ekelund, Linneväveriet, Horred;;Varbergsvägen 442;God tillgänglighet och gott om parkeringar;N;57,35268;12,47474;12:00-16:30;12:00-16:30;12:00-16:30;11:00-13:30;;12:00-16:30;12:00-16:30;12:00-16:30;12:00-16:30;12:00-16:30;11:00-13:30;;12:00-16:30;12:00-16:30;12:00-16:30;12:00-16:30;12:00-16:30;11:00-13:30;
14;Västra Götalands län;63;Mark;Valnämnden i Marks kommun;www.mark.se;0320217018;1463009;Kungsfors köpcenter;Ingången till Team Sportia, Elgiganten mm;Håvengatan;Lokalen har god tillgänglighet;N;57,486961;12,649287;12:00-18:30;12:00-18:30;12:00-18:30;11:30-15:30;11:30-15:30;12:00-18:30;12:00-18:30;12:00-18:30;12:00-18:30;12:00-18:30;11:30-15:30;11:30-15:30;12:00-18:30;12:00-18:30;12:00-18:30;12:00-18:30;12:00-18:30;11:30-15:30;
14;Västra Götalands län;63;Mark;Valnämnden i Marks kommun;www.mark.se;0320217018;1463010;Hajoms bygdegård;;Öppet kl. 10-16 på valdagen;;N;57,510637;12,547771;;;;;;;;;;;;;;;;;;;10:00-16:00
14;Västra Götalands län;63;Mark;Valnämnden i Marks kommun;www.mark.se;0320217018;1463011;Istorps församlingshem;;Öppet kl. 10-16 på valdagen;;N;57,33698;12,499201;;;;;;;;;;;;;;;;;;;10:00-16:00
14;Västra Götalands län;63;Mark;Valnämnden i Marks kommun;www.mark.se;0320217018;1463012;Församlingshemmet i Björketorp;;Öppet kl. 10-16 på valdagen;;N;57,426644;12,524242;;;;;;;;;;;;;;;;;;;10:00-16:00
14;Västra Götalands län;63;Mark;Valnämnden i Marks kommun;www.mark.se;0320217018;1463016;Stomsåker;;Hålsjövägen 4, Hyssna;;J;57,556872;12,541044;;;;;;10:00-11:00;;;;;;;;;;;;;
