LÄNSKOD;LÄN;KOMMUNKOD;KOMMUN;VALNÄMND;HEMSIDA;TELNR;VALDISTRIKTKOD;VALDISTRIKT;KOMMUNVALKRETSKOD;KOMMUNVALKRETS;LOKAL;ADRESS1;ADRESS2;TILLGÄNGL;LATITUD;LONGITUD;VALDAG;ÖPPETTID
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;0201;Lindsdal NV-Förlösa;88001;Kalmar Norra;Lindsdals fritidsgård;;Kanngjutarvägen 5;;56,735384;16,295106;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;0124;Ängö-Varvsholmen;88002;Kalmar Södra;Lindöskolan;Matsalen;Lindövägen 3;;56,674008;16,356636;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;1001;Halltorp-Voxtorp;88002;Kalmar Södra;Halltorpsskolan;Matsalen;Flyths väg 7;;56,49801;16,108901;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;0501;Rockneby;88001;Kalmar Norra;Rockneby skola;Klassrum;Enliden 6;;56,802917;16,346004;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;0108;Malmen Ö-Norrgårdsgärdet Ö;88002;Kalmar Södra;Stagneliusskolan;Matsalen;Fredriksskansgatan 5;;56,666763;16,358997;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;1610;Oxhagen;88001;Kalmar Norra;Thoren Framtid;F.d. Oxhagsskolan Matsalen;Daléngatan 16;;56,676617;16,336164;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;0202;Lindsdal NO;88001;Kalmar Norra;Lindsdalsskolan;Matsalen;Slätmossevägen 2;;56,734415;16,292208;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;0601;Läckeby;88001;Kalmar Norra;Åbyskolan;Matsalen;Läckebyvägen 10;;56,781176;16,289763;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;0302;Smedby V;88002;Kalmar Södra;Smedbyskolan lågstadiet;F.d. Dörbyskolan;Tiltvägen 6;;56,683821;16,230303;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;1506;Tegelviken-Johannesborg;88002;Kalmar Södra;Falkenbergsskolan;Aulan;Falkenbergsvägen 12;;56,663297;16,328462;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;1716;Berga;88001;Kalmar Norra;Östra Funkaboskolan;Musiksalen;Funkabovägen 4;;56,687853;16,342571;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;0203;Lindsdal SV-Kläckeberga;88001;Kalmar Norra;Lindeberga Förskola;;Skaffarevägen 17;;56,727549;16,295763;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;1713;Djurängen V;88001;Kalmar Norra;Djurängsskolan;Gymnastiksalen;Kungsgårdsvägen 51;;56,690792;16,331263;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;1818;Norrliden Ö;88001;Kalmar Norra;Kalmarsundsskolan;Sporthallen;Norrlidstorget 9;;56,702088;16,357129;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;1823;Björkenäs mfl;88001;Kalmar Norra;Kalmarsundsskolan;Matsalen norra ingången;Norrlidstorget 9;;56,701617;16,356820;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;1820;Bergavik;88001;Kalmar Norra;Kalmarsundsskolan;Matsalen södra ingången;Norrlidstorget 9;;56,701266;16,357262;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;0204;Lindsdal SO-Fjölebro;88001;Kalmar Norra;Sjöängsskolan;Matsalen;Önnemovägen 17;;56,730929;16,306132;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;1714;Djurängen Ö;88001;Kalmar Norra;Djurängsskolan;Matsalen;Kungsgårdsvägen 51;;56,690431;16,332004;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;0301;Smedby Ö;88002;Kalmar Södra;Smedjan;Gymnastiksal;Wennerbergs väg 2;;56,679413;16,236774;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;1503;Kalmarsundsparken-Stensö;88002;Kalmar Södra;Lyckhem;Matsal;Germundsgatan 13;;56,660885;16,341069;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;1502;Gamla stan;88002;Kalmar Södra;Vasaskolan;Gymnastiksalen;Germundsgatan 5;;56,661485;16,342698;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;0502;Drag-Revsudden;88001;Kalmar Norra;Rockneby skola;Gymnastiksalen;Östra Dampegatan;;56,802441;16,346433;2022-09-11;08:00-20:00
08;Kalmar län;80;Kalmar;Valnämnden i Kalmar kommun;www.kalmar.se;0480-45 02 90;0801;Trekanten;88002;Kalmar Södra;Trekantenskolan;Matsalen;Magister Haralds väg 2;;56,696752;16,121513;2022-09-11;08:00-20:00
08;Kalmar län;61;Mönsterås;Valnämnden i Mönsterås kommun;www.monsteras.se;0499-170000;0104;Mönsterås Landsbygd N;86100;Mönsterås;Mölstadskolan;Matsalen;Parkgatan 38;Finns;57,047231;16,440237;2022-09-11;08:00-20:00
08;Kalmar län;61;Mönsterås;Valnämnden i Mönsterås kommun;www.monsteras.se;0499-170000;0302;Ålem;86100;Mönsterås;Alsteråskolan;Matsalen;Johan Skyttes väg 2;Finns;56,95047;16,386779;2022-09-11;08:00-20:00
08;Kalmar län;61;Mönsterås;Valnämnden i Mönsterås kommun;www.monsteras.se;0499-170000;0201;Fliseryd;86100;Mönsterås;Fliseryds skola;Matsalen;Ekåsavägen 3;Finns;57,124761;16,265906;2022-09-11;08:00-20:00
08;Kalmar län;61;Mönsterås;Valnämnden i Mönsterås kommun;www.monsteras.se;0499-170000;0102;Mönsterås Centrum N;86100;Mönsterås;Parkskolan;;Torggatan 13;Finns;57,044014;16,437266;2022-09-11;08:00-20:00
08;Kalmar län;61;Mönsterås;Valnämnden i Mönsterås kommun;www.monsteras.se;0499-170000;0101;Mönsterås Centrum S;86100;Mönsterås;Parkskolan;;Torggatan 13;Finns;57,044014;16,437266;2022-09-11;08:00-20:00
08;Kalmar län;61;Mönsterås;Valnämnden i Mönsterås kommun;www.monsteras.se;0499-170000;0103;Mönsterås Landsbygd S;86100;Mönsterås;Ljungnässkolan;Matsalen;Kaptensvägen;Finns;57,031723;16,447367;2022-09-11;08:00-20:00
08;Kalmar län;61;Mönsterås;Valnämnden i Mönsterås kommun;www.monsteras.se;0499-170000;0105;Mönsterås Ljungnäs;86100;Mönsterås;Ljungnässkolan;Idrottshallen;Kaptensvägen;Finns;57,031732;16,447219;2022-09-11;08:00-20:00
08;Kalmar län;61;Mönsterås;Valnämnden i Mönsterås kommun;www.monsteras.se;0499-170000;0301;Blomstermåla;86100;Mönsterås;Krungårdsskolan;Matsalen;Krungårdsvägen 1;Finns;56,981516;16,339977;2022-09-11;08:00-20:00
08;Kalmar län;61;Mönsterås;Valnämnden i Mönsterås kommun;www.monsteras.se;0499-170000;0303;Timmernabben;86100;Mönsterås;Tillingeskolan;Matsalen;Idrottsvägen 1;Finns;56,97418;16,436397;2022-09-11;08:00-20:00
08;Kalmar län;40;Mörbylånga;Valnämnden i Mörbylånga kommun;www.morbylanga.se;0485-47002;0105;Vickleby-Resmo;84000;Mörbylånga;Capellagården;Bokhuset;Vickleby bygata 25;Parkering på gatan, vid entrén;56,581827;16,45905;2022-09-11;08:00-20:00
08;Kalmar län;40;Mörbylånga;Valnämnden i Mörbylånga kommun;www.morbylanga.se;0485-47002;1501;Snäckstrand;84000;Mörbylånga;Färjestadens skola;Matsalen;Björkvägen 8;;56,651339;16,475608;2022-09-11;08:00-20:00
08;Kalmar län;40;Mörbylånga;Valnämnden i Mörbylånga kommun;www.morbylanga.se;0485-47002;1503;Runsbäck;84000;Mörbylånga;Färjestadens Högstadium;Matsalen;Stengatan 1;;56,639423;16,478787;2022-09-11;08:00-20:00
08;Kalmar län;40;Mörbylånga;Valnämnden i Mörbylånga kommun;www.morbylanga.se;0485-47002;0401;Gårdby;84000;Mörbylånga;Gårdby Bygdegård;;Sandgårdsborg 101;;56,596667;16,636298;2022-09-11;08:00-20:00
08;Kalmar län;40;Mörbylånga;Valnämnden i Mörbylånga kommun;www.morbylanga.se;0485-47002;1304;Glömminge;84000;Mörbylånga;Glömminge skola;Matsalen;Glömminge backe;;56,718569;16,540726;2022-09-11;08:00-20:00
08;Kalmar län;40;Mörbylånga;Valnämnden i Mörbylånga kommun;www.morbylanga.se;0485-47002;1504;Skogsby;84000;Mörbylånga;Torslunda sporthall;Torslundahallen;Axvägen, Torslunda;;56,636666;16,517773;2022-09-11;08:00-20:00
08;Kalmar län;40;Mörbylånga;Valnämnden i Mörbylånga kommun;www.morbylanga.se;0485-47002;0811;Sydöland;84000;Mörbylånga;Folkets Hus, Degerhamn;;Folketshusvägen 7;;56,354475;16,420851;2022-09-11;08:00-20:00
08;Kalmar län;40;Mörbylånga;Valnämnden i Mörbylånga kommun;www.morbylanga.se;0485-47002;1406;Algutsrum;84000;Mörbylånga;Rydberggården;;Marknadsvägen 14;;56,678059;16,531323;2022-09-11;08:00-20:00
08;Kalmar län;40;Mörbylånga;Valnämnden i Mörbylånga kommun;www.morbylanga.se;0485-47002;0303;Mörbylånga-Kastlösa;84000;Mörbylånga;Skansenhallen;Skansenskolans Sporthall;Ölandsgatan;;56,523955;16,384856;2022-09-11;08:00-20:00
08;Kalmar län;40;Mörbylånga;Valnämnden i Mörbylånga kommun;www.morbylanga.se;0485-47002;1502;Talludden;84000;Mörbylånga;Ladan;Stora salen;Näckrosgatan 9;;56,645347;16,474377;2022-09-11;08:00-20:00
08;Kalmar län;81;Nybro;Valnämnden i Nybro kommun;nybro.se;0481-454 21;0502;Madesjö 2;88100;Nybro;Madesjöskolan;Högstadieskolan, matsalen;Skolvägen 4;;56,742693;15,881199;2022-09-11;08:00-20:00
08;Kalmar län;81;Nybro;Valnämnden i Nybro kommun;nybro.se;0481-454 21;0401;Kristvalla;88100;Nybro;Kristvalla Bygdegård;Kristvallabrunn;Brunnsvägen 23;;56,775428;16,054129;2022-09-11;08:00-20:00
08;Kalmar län;81;Nybro;Valnämnden i Nybro kommun;nybro.se;0481-454 21;0107;Nybro 7;88100;Nybro;Hanemålaskolan;Gymnastiksalen;Hanemålavägen 4;Ingång från gaveln;56,732306;15,945379;2022-09-11;08:00-20:00
08;Kalmar län;81;Nybro;Valnämnden i Nybro kommun;nybro.se;0481-454 21;0103;Nybro 3;88100;Nybro;Vattugatan äldreboende;Aulan;Vattugatan 4;;56,751482;15,909179;2022-09-11;08:00-20:00
08;Kalmar län;81;Nybro;Valnämnden i Nybro kommun;nybro.se;0481-454 21;0901;Hälleberga;88100;Nybro;Orrefors skola;Matsalen;Flygsforsvägen 14;;56,838998;15,750164;2022-09-11;08:00-20:00
08;Kalmar län;81;Nybro;Valnämnden i Nybro kommun;nybro.se;0481-454 21;0104;Nybro 4;88100;Nybro;Paradisskolan;Matsalen;Lejongatan 2;;56,744616;15,91875;2022-09-11;08:00-20:00
08;Kalmar län;81;Nybro;Valnämnden i Nybro kommun;nybro.se;0481-454 21;0102;Nybro 2;88100;Nybro;Fagerslättsskolan;Matsalen;Floragatan 1A;Tillgänglighetsanpassad entré via ingång från skolgården.;56,74877;15,901573;2022-09-11;08:00-20:00
08;Kalmar län;81;Nybro;Valnämnden i Nybro kommun;nybro.se;0481-454 21;0101;Nybro 1;88100;Nybro;Kommunhuset Balder;Ingång från Stadshusplan.;Dunderbergsgatan 2;Ingången från Stadshusplan/Dunderbergsgatan är utrustad med ramp.;56,744687;15,911272;2022-09-11;08:00-20:00
08;Kalmar län;81;Nybro;Valnämnden i Nybro kommun;nybro.se;0481-454 21;0201;Kråksmåla;88100;Nybro;Folkets Hus Alsterbro;;Parkvägen 11;;56,946911;15,911626;2022-09-11;08:00-20:00
08;Kalmar län;81;Nybro;Valnämnden i Nybro kommun;nybro.se;0481-454 21;0106;Nybro 6;88100;Nybro;Familjecentralen Nybro;;Linneavägen 16;;56,73918;15,909609;2022-09-11;08:00-20:00
08;Kalmar län;81;Nybro;Valnämnden i Nybro kommun;nybro.se;0481-454 21;0301;Bäckebo;88100;Nybro;Bäckebo Bygdegård;;Bygdevägen 18;;56,887278;16,07029;2022-09-11;08:00-20:00
08;Kalmar län;81;Nybro;Valnämnden i Nybro kommun;nybro.se;0481-454 21;0601;Örsjö-Oskar;88100;Nybro;Örsjö Församlingshem;;Betesvägen 1;;56,701154;15,752764;2022-09-11;08:00-20:00
08;Kalmar län;81;Nybro;Valnämnden i Nybro kommun;nybro.se;0481-454 21;0501;Madesjö 1;88100;Nybro;Madesjöskolan;Mellanstadieskolan;Skolvägen 7;;56,743316;15,880684;2022-09-11;08:00-20:00
08;Kalmar län;81;Nybro;Valnämnden i Nybro kommun;nybro.se;0481-454 21;0105;Nybro 5;88100;Nybro;Hanemålaskolan;Matsalen;Hanemålavägen 2;;56,732877;15,944628;2022-09-11;08:00-20:00
08;Kalmar län;82;Oskarshamn;Valnämnden i Oskarshamns kommun;www.oskarshamn.se;0491-884 00;0514;Rödsle-Norrby;88200;Oskarshamn;Rödsleskolan;Matsalen;Rödslevägen 11;;57,271055;16,403301;2022-09-11;08:00-20:00
08;Kalmar län;82;Oskarshamn;Valnämnden i Oskarshamns kommun;www.oskarshamn.se;0491-884 00;0104;Orrängen-Syrenhagen;88200;Oskarshamn;Kulturhuset,Oskarshamn;;Hantverksgatan 18;;57,263111;16,446509;2022-09-11;08:00-20:00
08;Kalmar län;82;Oskarshamn;Valnämnden i Oskarshamns kommun;www.oskarshamn.se;0491-884 00;0411;Kristdala-Bråbo-Ishult;88200;Oskarshamn;NTO-lokalen, Kristdala;;Nyhemsgatan 3;;57,400168;16,198522;2022-09-11;08:00-20:00
08;Kalmar län;82;Oskarshamn;Valnämnden i Oskarshamns kommun;www.oskarshamn.se;0491-884 00;0102;Humlekärrshult;88200;Oskarshamn;Sjöfartsföreningens lokal;Ingång från kajen;Norra Strandgatan 12;;57,267645;16,45487;2022-09-11;08:00-20:00
08;Kalmar län;82;Oskarshamn;Valnämnden i Oskarshamns kommun;www.oskarshamn.se;0491-884 00;0105;Centrum;88200;Oskarshamn;Kulturhuset Oskarshamn;;Hantverksgatan 18;;57,263111;16,446509;2022-09-11;08:00-20:00
08;Kalmar län;82;Oskarshamn;Valnämnden i Oskarshamns kommun;www.oskarshamn.se;0491-884 00;0110;Kristineberg V;88200;Oskarshamn;Kristinebergsskolan;Pelarsalen;Arkitektvägen 24;;57,250893;16,464354;2022-09-11;08:00-20:00
08;Kalmar län;82;Oskarshamn;Valnämnden i Oskarshamns kommun;www.oskarshamn.se;0491-884 00;0101;Kolberga-Mockebo;88200;Oskarshamn;Kolbergakyrkan;Samlingssalen;Strandvägen 12;;57,275377;16,47151;2022-09-11;08:00-20:00
08;Kalmar län;82;Oskarshamn;Valnämnden i Oskarshamns kommun;www.oskarshamn.se;0491-884 00;0107;Södertorn;88200;Oskarshamn;Oscarsgymnasiet;Matsalen;Stengatan 21;;57,256946;16,444473;2022-09-11;08:00-20:00
08;Kalmar län;82;Oskarshamn;Valnämnden i Oskarshamns kommun;www.oskarshamn.se;0491-884 00;0103;Norrtorn;88200;Oskarshamn;Oskarshamns Folkhögskola;Huvudentrén vid matsalen;Axel Munthes stig 1;;57,268739;16,44354;2022-09-11;08:00-20:00
08;Kalmar län;82;Oskarshamn;Valnämnden i Oskarshamns kommun;www.oskarshamn.se;0491-884 00;0106;Solbacka-Åsa;88200;Oskarshamn;Solbackahuset;Huvudentrén;Mäster Palms väg 3;;57,259743;16,445997;2022-09-11;08:00-20:00
08;Kalmar län;82;Oskarshamn;Valnämnden i Oskarshamns kommun;www.oskarshamn.se;0491-884 00;0108;Gröndal;88200;Oskarshamn;Nova Utbildning;Entrén;Varvsgatan 15;;57,264078;16,454017;2022-09-11;08:00-20:00
08;Kalmar län;82;Oskarshamn;Valnämnden i Oskarshamns kommun;www.oskarshamn.se;0491-884 00;0517;Påskallavik;88200;Oskarshamn;Strandagården;;Stridsholmsvägen 3;;57,158273;16,462098;2022-09-11;08:00-20:00
08;Kalmar län;82;Oskarshamn;Valnämnden i Oskarshamns kommun;www.oskarshamn.se;0491-884 00;0109;Kristineberg Ö;88200;Oskarshamn;Kristinebergsskolan;Matsalen;Arkitektvägen 24;;57,251886;16,465797;2022-09-11;08:00-20:00
08;Kalmar län;82;Oskarshamn;Valnämnden i Oskarshamns kommun;www.oskarshamn.se;0491-884 00;0513;Svalliden;88200;Oskarshamn;Döderhults församlingshem;;Kyrkebyvägen 2;;57,26855;16,403446;2022-09-11;08:00-20:00
08;Kalmar län;82;Oskarshamn;Valnämnden i Oskarshamns kommun;www.oskarshamn.se;0491-884 00;0319;Fårbo-Misterhult;88200;Oskarshamn;Hagadalskyrkan, Fårbo;Samlingssalen;Hagadalsvägen 23;;57,38092;16,487324;2022-09-11;08:00-20:00
08;Kalmar län;82;Oskarshamn;Valnämnden i Oskarshamns kommun;www.oskarshamn.se;0491-884 00;0515;Döderhult-Bockara;88200;Oskarshamn;Döderhults Församlingshem;;Kyrkebyvägen 2;;57,26855;16,403446;2022-09-11;08:00-20:00
08;Kalmar län;82;Oskarshamn;Valnämnden i Oskarshamns kommun;www.oskarshamn.se;0491-884 00;0321;Figeholm;88200;Oskarshamn;Höganäslokalen, Figeholm;;Vasagatan 4;;57,373608;16,552122;2022-09-11;08:00-20:00
08;Kalmar län;34;Torsås;Valnämnden i Torsås kommun;www.torsas.se;0486-331 13;0401;Söderåkra 1;83400;Torsås;Sockenstugan Söderåkra;Vid kyrkan;Kyrkvägen 14, Söderåkra;;56,445082;16,071627;2022-09-11;08:00-20:00
08;Kalmar län;34;Torsås;Valnämnden i Torsås kommun;www.torsas.se;0486-331 13;0201;Torsås 1;83400;Torsås;Torskolan;Skolmåltidslokalen;Kalmarvägen 9, Torsås;;56,414185;16,000839;2022-09-11;08:00-20:00
08;Kalmar län;34;Torsås;Valnämnden i Torsås kommun;www.torsas.se;0486-331 13;0402;Söderåkra 2;83400;Torsås;Bergkvara Skola;Nya Skolmåltidslokalen;Målmangatan 25, Bergkvara;;56,391252;16,073792;2022-09-11;08:00-20:00
08;Kalmar län;34;Torsås;Valnämnden i Torsås kommun;www.torsas.se;0486-331 13;0101;Gullabo;83400;Torsås;Församlingslokalen;Vid Gullabo kyrka;Gullabovägen 13, Gullabo;;56,464386;15,806102;2022-09-11;08:00-20:00
08;Kalmar län;34;Torsås;Valnämnden i Torsås kommun;www.torsas.se;0486-331 13;0202;Torsås 2;83400;Torsås;Torskolan;Skolmåltidslokalen;Kalmarvägen 9, Torsås;;56,414189;15,998053;2022-09-11;08:00-20:00
08;Kalmar län;84;Vimmerby;Valnämnden i Vimmerby kommun;www.vimmerby.se;0492-769700;0901;Tuna;88400;Vimmerby;Tuna Bygdegård;;Oskarshamnsvägen 75;;57,572304;16,112682;2022-09-11;08:00-20:00
08;Kalmar län;84;Vimmerby;Valnämnden i Vimmerby kommun;www.vimmerby.se;0492-769700;0106;Storebro;88400;Vimmerby;Storebro skola;;Ringvägen 3;;57,589337;15,83778;2022-09-11;08:00-20:00
08;Kalmar län;84;Vimmerby;Valnämnden i Vimmerby kommun;www.vimmerby.se;0492-769700;0102;Vimmerby 2;88400;Vimmerby;Vimmerby gymnasium;Cafeterian;Drottninggatan 25;;57,668256;15,855862;2022-09-11;08:00-20:00
08;Kalmar län;84;Vimmerby;Valnämnden i Vimmerby kommun;www.vimmerby.se;0492-769700;0801;Gullringen;88400;Vimmerby;Brännebro skola;Gullringens skola, matsalen;Pechlins väg 7;;57,79864;15,728133;2022-09-11;08:00-20:00
08;Kalmar län;84;Vimmerby;Valnämnden i Vimmerby kommun;www.vimmerby.se;0492-769700;0701;Djursdala;88400;Vimmerby;Djursdala Församlingshem;;Kyrkgatan 51;;57,768791;15,857024;2022-09-11;08:00-20:00
08;Kalmar län;84;Vimmerby;Valnämnden i Vimmerby kommun;www.vimmerby.se;0492-769700;0104;Vimmerby 4;88400;Vimmerby;Focushuset;Focussalen;Lögstadsgatan 5;;57,660898;15,864513;2022-09-11;08:00-20:00
08;Kalmar län;84;Vimmerby;Valnämnden i Vimmerby kommun;www.vimmerby.se;0492-769700;0501;Frödinge;88400;Vimmerby;Frödinge skola;Idrottshallen;Skolgatan 20;;57,703987;16,002778;2022-09-11;08:00-20:00
08;Kalmar län;84;Vimmerby;Valnämnden i Vimmerby kommun;www.vimmerby.se;0492-769700;0103;Vimmerby 3;88400;Vimmerby;Vimarskolan;Cafeterian;Skyttegatan 8;;57,669783;15,871725;2022-09-11;08:00-20:00
08;Kalmar län;84;Vimmerby;Valnämnden i Vimmerby kommun;www.vimmerby.se;0492-769700;0101;Vimmerby 1;88400;Vimmerby;Plenisalen, Stadshuset;Ingång Stadshusets baksida;Stångågatan 28;Parkeringsplatser för personer med funktionsnedsättning finns på baksidan av Stadshuset samt utmed Kyrkogårdsgatan.;57,664418;15,854076;2022-09-11;08:00-20:00
08;Kalmar län;84;Vimmerby;Valnämnden i Vimmerby kommun;www.vimmerby.se;0492-769700;0105;Vimmerby 5;88400;Vimmerby;Stenshults förskola;;Stenhultsgatan 1;;57,679375;15,861897;2022-09-11;08:00-20:00
08;Kalmar län;84;Vimmerby;Valnämnden i Vimmerby kommun;www.vimmerby.se;0492-769700;0301;Rumskulla-Pelarne;88400;Vimmerby;Rumskulla skola;Matsalen;Mariannelundsvägen 2;;57,677368;15,591678;2022-09-11;08:00-20:00
08;Kalmar län;84;Vimmerby;Valnämnden i Vimmerby kommun;www.vimmerby.se;0492-769700;0601;Locknevi;88400;Vimmerby;Locknevi Församlingshem;;Locknevi 151;;57,797458;16,078813;2022-09-11;08:00-20:00
08;Kalmar län;84;Vimmerby;Valnämnden i Vimmerby kommun;www.vimmerby.se;0492-769700;0802;Södra Vi;88400;Vimmerby;Södra Vi skola;Matsalen;Idrottsgatan 11;;57,736036;15,787343;2022-09-11;08:00-20:00
08;Kalmar län;83;Västervik;Valnämnden i Västerviks kommun;www.vastervik.se;0490-25 47 00;0101;Centrum;88300;Västervik;Bryggaren;Konferenslokal Schappet;Spötorget 1;Ramp finns;57,757524;16,638751;2022-09-11;08:00-20:00
08;Kalmar län;83;Västervik;Valnämnden i Västerviks kommun;www.vastervik.se;0490-25 47 00;1126;Gamleby 2-Lofta;88300;Västervik;Gamleby fritidsgård;Åby herrgård;Västerviksvägen 4B;Ramp;57,899896;16,404519;2022-09-11;08:00-20:00
08;Kalmar län;83;Västervik;Valnämnden i Västerviks kommun;www.vastervik.se;0490-25 47 00;0103;Marieborg;88300;Västervik;Knutpunkten;;Edholmsgatan 15B;Markplan;57,760901;16,617583;2022-09-11;08:00-20:00
08;Kalmar län;83;Västervik;Valnämnden i Västerviks kommun;www.vastervik.se;0490-25 47 00;0102;Västralund-Stenhagen;88300;Västervik;Rosavilla;Restaurangen;Allén 15;Servicehus;57,757463;16,625357;2022-09-11;08:00-20:00
08;Kalmar län;83;Västervik;Valnämnden i Västerviks kommun;www.vastervik.se;0490-25 47 00;0209;Djurgården-Törnsfall;88300;Västervik;Skogshaga idrottshall;Idrottshallen;Norra vägen 5;Markplan;57,770023;16,605062;2022-09-11;08:00-20:00
08;Kalmar län;83;Västervik;Valnämnden i Västerviks kommun;www.vastervik.se;0490-25 47 00;0108;Karstorp;88300;Västervik;Campus;Cafeterian;Östersjövägen 8;Markplan;57,747698;16,637893;2022-09-11;08:00-20:00
08;Kalmar län;83;Västervik;Valnämnden i Västerviks kommun;www.vastervik.se;0490-25 47 00;0104;Peru;88300;Västervik;Dagcenter;Matsalen;Stora Trädgårdsgatan 37A;Markplan;57,76589;16,61119;2022-09-11;08:00-20:00
08;Kalmar län;83;Västervik;Valnämnden i Västerviks kommun;www.vastervik.se;0490-25 47 00;0113;Ludvigsdal-Hornslandet;88300;Västervik;Fågelbäret;Skolrestaurangen;Tomtegatan 17;Markplan;57,741125;16,646347;2022-09-11;08:00-20:00
08;Kalmar län;83;Västervik;Valnämnden i Västerviks kommun;www.vastervik.se;0490-25 47 00;0109;Piperskärr-Gränsö;88300;Västervik;Nikolaigården;;Rutsbergsgatan 3;Markplan;57,776792;16,635704;2022-09-11;08:00-20:00
08;Kalmar län;83;Västervik;Valnämnden i Västerviks kommun;www.vastervik.se;0490-25 47 00;0105;Brevik;88300;Västervik;Dagcenter;Matsalen;Stora Trädgårdsgatan 37A;Markplan;57,765815;16,611199;2022-09-11;08:00-20:00
08;Kalmar län;83;Västervik;Valnämnden i Västerviks kommun;www.vastervik.se;0490-25 47 00;1431;Hallingeberg S;88300;Västervik;Ankarsrums fritidsgård;Fritidsgården;Skolvägen 5;Markplan;57,701642;16,335543;2022-09-11;08:00-20:00
08;Kalmar län;83;Västervik;Valnämnden i Västerviks kommun;www.vastervik.se;0490-25 47 00;0720;Överum;88300;Västervik;Överums Skola;Skolrestaurangen;Tjustvägen 1;;57,987591;16,312236;2022-09-11;08:00-20:00
08;Kalmar län;83;Västervik;Valnämnden i Västerviks kommun;www.vastervik.se;0490-25 47 00;0922;Loftahammar;88300;Västervik;Loftahammars bygdegård;;Bjursundsvägen 12;Ramp;57,901164;16,684414;2022-09-11;08:00-20:00
08;Kalmar län;83;Västervik;Valnämnden i Västerviks kommun;www.vastervik.se;0490-25 47 00;0514;Ukna-Västra Ed;88300;Västervik;Edshöjden;Ringeltaubska skolmatsalen;Rävkullegatan 2, Edsbruk;Servicehus;58,01161;16,47822;2022-09-11;08:00-20:00
08;Kalmar län;83;Västervik;Valnämnden i Västerviks kommun;www.vastervik.se;0490-25 47 00;0107;Jenny-Kvännaren;88300;Västervik;Ljungbergaskolan;Gymnastiksalen;Vattentornsvägen 13;Markplan;57,758183;16,600599;2022-09-11;08:00-20:00
08;Kalmar län;83;Västervik;Valnämnden i Västerviks kommun;www.vastervik.se;0490-25 47 00;1430;Blackstad-Odensvi;88300;Västervik;IOGT-NTO loge, Hallingeberg;Samlingssalen;Hallingeberg Godtemplargård;Ramp finns på baksidan av huset;57,838615;16,24614;2022-09-11;08:00-20:00
